1487;2AI AC/DC 0-1A;WAGO;750-475;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1488;RS485 frei konfigurierbar;WAGO;750-653/003-000;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1489;RS485 frei konfigurierbar;WAGO;750-653/003-000;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1490;RS485 frei konfigurierbar;WAGO;750-653/003-000;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1491;RS485 frei konfigurierbar;WAGO;750-653/003-000;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1492;Vor/Rückzähler 100kHz;WAGO;750-404/000-001;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1493;Vor/Rückzähler 100kHz;WAGO;750-404/000-001;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1494;Vor/Rückzähler 100kHz;WAGO;750-404/000-001;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1495;Vor/Rückzähler 100kHz;WAGO;750-404/000-001;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1496;DC-Drive Controller 14V/5A;WAGO;750-636;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1497;AS-Interface Master;WAGO;750-655;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1498;DALI/DSI Master;WAGO;750-641;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1499;ENOCEAN-Receiver;WAGO;750-642;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1500;ENOCEAN-Piezo-Taster;WAGO;;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1501;Adapter;National_Instruments;GBIP-USB-B;312000566003;540-28/2009/1;147A0AD;W92;K11;F3;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1502;GSM-Air Interface Test System;ACTERNA;WWG MAM-8501;312000561676;540-23/2002/6;IMEI 449128414094530;W92;K23;F3;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1502.jpg;;;;;;;;;;
1503;Laser-Messung-Set;Coherent,Silberbauer;LaserCheck,2 Brillen, Kalibrator;312000566028;540-23/2009/2;20090626;W096;R5;F6;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1503.jpg;;;;;;;;;;
1504;ESD-Werkzeugsatz;Bernstein;16-teilig;;;;W094;S1;F1;Werkzeug;Laborant (W094b);/intra/woda/data/ela/img/ELA1504.jpg;;;;;;;;;;
1505;Frequenzumrichter;P-Drive;MX-pro4V7,5;;423-03/2008/1/1;1;W109;K12;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1505,1506.jpg;;;;;;;;;;
1506;Frequenzumrichter;P-Drive;MX-pro4V7,5;;423-03/2008/1/2;2;W109;K12;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1505,1506.jpg;;;;;;;;;;
1507;Netzgerät 2x30V/3A;E&A;PS2332-025;312000566030;540-13/2009/2;2535371001;W096;R5;F5;Netzgerät;ELA-Magazin (W096);;;;;;;;;;;
1508;VCO-Evaluation-Board;Analog Devices;ADF4360-7EB1Z;;;11653;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1508,ELA1510.jpg;;;;;;;;;;
1509;USB-RS232-Adapter;Analog Devices;ADF4XXXZ-USB;;;IO930071;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1509,ELA1511.jpg;;;;;;;;;;
1510;VCO-Evaluation-Board;Analog Devices;ADF4360-7EB1Z;;;11329;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1508,ELA1510.jpg;;;;;;;;;;
1511;USB-RS232-Adapter;Analog Devices;ADF4XXXZ-USB;;;IO930092;W92;K14;F2;Hochfrequenztechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1509,ELA1511.jpg;;;;;;;;;;
1512;Leitungsschutzschalter Typ-C;EATON;PLSM-C2/3;;2A;;W91;K9;F10;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
1513;Leitungsschutzschalter Typ-C;EATON;PLSM-C2/3;;2A;;W91;K9;F10;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
1514;POF-Medienkonverter Set LWL;Homefibre;OMC 100LC-150-30SI;;;;W92;K9;F5;LWL-Technik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1514.jpg;;;;;;;;;;
1515;Mbed-NXP-LPC1768-Evaluation-Kit;ARM Cortex;Mbed-Kit-V5.1;;;MBED-5089;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1515,1516.jpg;;;;;;;;;;
1516;Mbed-NXP-LPC1768-Evaluation-Kit;ARM Cortex;Mbed-Kit-V5.1;;;MBED-7844;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1515,1516.jpg;;;;;;;;;;
1517;Logic Analyzer 400MHz USB;TechTools;DigiView DV3400;312000566804;540-23/2010/1;21273;W096;R3;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1517,1518.jpg;;;;;;;;;;
1518;Logic Analyzer 400MHz USB;TechTools;DigiView DV3400;312000566808;540-23/2010/2;21304;W096;R3;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1517,1518.jpg;;;;;;;;;;
1519;Power Analyzer Norma 4000;Norma;N4K 3PP42I;312000566810;540-23/2010/3;YN16182;W096;R2;F5;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1519.jpg;;;;;;;;;;
1520;Starter Kit;Xilinx;Spartan 3E;312000562000;540-10/2000/1;3;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1521;Starter Kit;Xilinx;Spartan 3E;312000561796;540-10/2000/1;4;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1522;Starter Kit;Xilinx;Spartan 3E;312000561649;540-10/2000/1;5;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1523;Development Kit;Xilinx;Spartan 3E-1600;;;1;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1524;Development Kit;Xilinx;Spartan 3E-1600;;;2;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1525;Energie-Datenlogger;Voltcraft;Energy Logger 4000;;;EL G0610A;W096;R5;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1525.jpg;;;;;;;;;;
1526; CF RFID Reader;Socket;RF5405-632;312000567136;408-03/2011/1;612000101;W094;K2;F4;Gerät;Laborant (W094b);;;;;;;;;;;
1527;Bode100-Erweiterungsset 1;Omicron Lab;B-Wit100,TestecTT,B-WIC;312000567248;F540/2011/1/1;BE188J,105326,BD061W;W92;K16;F1;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1527,1528.jpg;;;;;;;;;;
1528;Bode100-Erweiterungsset 2;Omicron Lab;B-Wit100,TestecTT,B-WIC;312000567250;F540/2011/1/1;BE182J,105389,BD068W;W92;K16;F1;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1527,1528.jpg;;;;;;;;;;
1529;ASI-Gateway-Feldbussystem;IFM;AC1303;312000567370;F540/2011/3;1MSTR 1RS232C;W109;;;automatisierte_Messsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1530;Anemometer;Voltcraft;BL-30AN;;;10096815;W096;R5;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1530.jpg;;;;;;;;;;
1531;Mikroskop;Compra;WF10X;;;;W094;;;Gerät;Laborant (W094b);/intra/woda/data/ela/img/ELA1531.jpg;;;;;;;;;;
1532;Renewable Energy-Lab;HTL;Maturaprojekt MIN;;;;W109;;;Gerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1532.jpg;;;;;;;;;;
1533;Brett mit 4mm Buchsen;HTL;Klemmbrett;;;;W91;K7;F5;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
1534;Brett mit 4mm Buchsen;HTL;Klemmbrett;;;;W91;K7;F5;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
1535;Motor 24VDC ;Maxon;Motor;;;;W92;K28;F3;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1536;Motor 24VDC ;Maxon;Motor;;;;W92;K28;F3;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1537;Motor 24VDC ;Maxon;Motor;;;;W92;K28;F3;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1538;Motor 24VDC ;VDE;Motor;;;;W92;K28;F3;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1539;Stromrichter Mentor 4Q25A;Control Techniques;MP-IP54-25A4R;312000567547;F540/2011/6/1;4271839007;W109;;;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1539_1540.jpg;;;;;;;;;;
1540;Stromrichter Mentor 4Q25A;Control Techniques;MP-IP54-25A4R;312000567549;F540/2011/6/2;4299501003;W109;;;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1539_1540.jpg;;;;;;;;;;
1541;Netzgerät 400V/2A,200V/4A;Delta;SM 400-AR-4;312000684737;;10069099;W096;R5;F5;Netzgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1287.jpg;;;;;;;;;;
1542;Home-Automatisierungssystem;Loxone;Miniserver;312000684414;;;W096;R8;F2;Lehrsysteme;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1542.jpg;;;;;;;;;;
1543;USB-Explorer;Ellisys;USB Explorer 200;312000689022;;EX200-32687;W096;R3;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1543.jpg;;;;;;;;;;
1544;Funktionsgenerator 20MHz;Rigol;DG1022;312000689014;;DG1D134006787;W91;K6;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1545;Funktionsgenerator 20MHz;Rigol;DG1022;312000689015;;DG1D132404316;W91;K6;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1546;Funktionsgenerator 20MHz;Rigol;DG1022;312000689016;;DG1D133906730;W91;K6;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1547;Funktionsgenerator 20MHz;Rigol;DG1022;312000689017;;DG1D133906623;W91;K6;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1548;Funktionsgenerator 20MHz;Rigol;DG1022;312000689018;;DG1D134006785;W91;K6;F8;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1549;Funktionsgenerator 20MHz;Rigol;DG1022;312000689019;;DG1D134106892;W91;K6;F8;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1550;Funktionsgenerator 20MHz;Rigol;DG1022;312000689020;;DG1D133906767;W91;K6;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1551;Funktionsgenerator 20MHz;Rigol;DG1022;312000689021;;DG1D134006799;W91;K6;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1544_1551.jpg;;;;;;;;;;
1552;3-Phasen-Lastwiderstand;RUSA;400/230V,8,7A,2kW;312000685260;;;W096;R10;F5;Widerstand;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1552.jpg;;;;;;;;;;
1555;Ferrite-Set (Snap für EMV);Würth Elektronik;742 711;;;Version 2.0;W109;K7;F1;EMV;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1555.jpg;;;;;;;;;;
1556;FlyBack-Converter Evaluation Board;Würth Elektronik;LT3748;;;1;W92;K28;F1;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1556_1557.jpg;;;;;;;;;;
1557;FlyBack-Converter Evaluation Board;Würth Elektronik;LT3748;;;2;W92;K28;F1;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1556_1557.jpg;;;;;;;;;;
1558;ASI-Gateway-Feldbussystem;IFM;AC1365;312000562462;540-23/2006/4;1MSTR OPV1;W92;;;automatisierte_Messsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1558.jpg;;;;;;;;;;
1559;Universalmotor 230V/0,38A/40W;Oriental Motors;;;;;W109;K4;F1;Motor;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1559.jpg;;;;;;;;;;
1560;Waschstraßensimulation;Staudinger;226002;312000079970;;12051277;W109;K13;F4;automatisierte_Messsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1560,1561.jpg;;;;;;;;;;
1561;Waschstraßensimulation;Staudinger;226002;312000079971;;12051278;W109;K13;F5;automatisierte_Messsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1560,1561.jpg;;;;;;;;;;
1562;"iMac 27"" 2,7GHz Intel Core";Tools At Work;HD6770M;400000080993;;C02H83BSDHJP;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1553_1554.jpg;;;;;;;;;;
1563;"iMac 27"" 2,7GHz Intel Core";Tools At Work;HD6770M;400000080994;;C02H83GUDHJP;W92;;;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1553_1554.jpg;;;;;;;;;;
1564;Stoßspannungsgenerator;HTL;BUT;;;;W096;R7;F4;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1564.jpg;;;;;;;;;;
1565;Tablet PC;Nexus7 ASUS;Google Nexus 7 Tablet 16GB;312002846261;;C90KBC262238;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1565-1567.jpg;;;;;;;;;;
1566;Tablet PC;Nexus7 ASUS;Google Nexus 7 Tablet 16GB;312002846262;;C90KBC343596;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1565-1567.jpg;;;;;;;;;;
1567;Tablet PC;Nexus7 ASUS;Google Nexus 7 Tablet 16GB;312002846263;;C90KBC343761;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1565-1567.jpg;;;;;;;;;;
1568;Tablet PC;Samsung;Galaxy Note 10.1/16GB;312002846285;;351896051611586;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1568-1570.jpg;;;;;;;;;;
1569;Tablet PC;Samsung;Galaxy Note 10.1/16GB;312002846286;;351896051611594;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1568-1570.jpg;;;;;;;;;;
1570;Tablet PC;Samsung;Galaxy Note 10.1/16GB;312002846287;;351896051627608;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1568-1570.jpg;;;;;;;;;;
1571;Tablet PC;Apple;IPAD MD369FD/A 16GB;;;DMPJ615RDVGK;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1571,1572.jpg;;;;;;;;;;
1572;Tablet PC;Apple;IPAD MD369FD/A 16GB;;;DYTJ1AT5DVGK;W094;K1;F11;Computer;Laborant (W094b);/intra/woda/data/ela/img/ELA1571,1572.jpg;;;;;;;;;;
1573;Digitalspeicher-Oszilloskop 4 Kanal;LeCroy;Wave Surfer 24MX-B;312002848138;;LCRY0320N66191;W096;R1;F5;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1257.jpg;;;;;;;;;;
1574;Impulsbegrenzer;Rohde&Schwarz;ESH3-Z2;312002857140;;357.8810.52/54;W094;K10;F3;Hochfrequenztechnik;Laborant (W094b);;;;;;;;;;;
1575;Gerätetester;Fluke;6500;3120002852141;;RO1863007;W096;R8;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1575.jpg;;;;;;;;;;
1576;Installationstester;Fluke;1654B;3120002852143;;2190028;W096;R8;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1576.jpg;;;;;;;;;;
1577;Wechselstromzähler 230V/5A;EAC;eacWSZ-50A;;;1;W91;K9;F11;Übungs-und Laboraufbauten;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1577.jpg;;;;;;;;;;
1578;Wärmebildkamera;FLIR;I7;312002869576;;;W096;R8;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1578.jpg;;;;;;;;;;
1579;3-Phasen-Wechselstromzähler;EAC;eacDSZ-63A;;;201204701;W91;K9;F11;Übungs-und Laboraufbauten;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1579.jpg;;;;;;;;;;
1580;Dreiwickeltransformator 230VA;Trafomodern;prim.400V/sek.250V,70V;;;;W109;K5;F11;Transformator;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1580.jpg;;;;;;;;;;
1581;Ringkerntransformator 120VA;HTL;2x115V/1x15V,1x18V;;;;W096;R7;F3;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1581_1583.jpg;;;;;;;;;;
1582;Ringkerntransformator 120VA;HTL;2x115V/1x15V,1x18V;;;;W096;R7;F3;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1581_1583.jpg;;;;;;;;;;
1583;Ringkerntransformator 120VA;HTL;1x230V/1x15V,Anzapfungen;;;;W096;R7;F3;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1581_1583.jpg;;;;;;;;;;
1584;Gleichrichter (B2) mit Siebung;HTL;;;;;W096;R7;F3;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1584.jpg;;;;;;;;;;
1585;Diodenkennlinien;HTL;;;;;W096;R7;F4;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1585.jpg;;;;;;;;;;
1586;Temp.gang(Curie-Temp.) Induktivitäten;HTL;;;;;W096;R7;F4;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1586.jpg;;;;;;;;;;
1587;PTC/NTC-Kennlinien;HTL;;;;;W096;R6;F1;Übungs-und Laboraufbauten;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1587.jpg;;;;;;;;;;
1588;Power Analyzer Nemo;Nemo;96 HD+;400000081883;;;W096;R2;F1;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
1589;EMV Current Probe 20Hz-100MHz;Rohde&Schwarz;EZ17;;;0816.2063.03;W094;K10;F3;Hochfrequenztechnik;Laborant (W094b);/intra/woda/data/ela/img/ELA1589.jpg;;;;;;;;;;
1590;Surge-Tester;HAEFELY;P-Surge 4.1;;;083070-13;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1591;Coupling-Network;HAEFELY;IP6.2;;;145343;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1592;Decoupling-Network;HAEFELY;DEC1A;;;145313;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1593;Burst-Tester;HAEFELY;P90.1;;;083057-06;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1594;EMI-Test-Receiver;Rohde&Schwarz;ESHS20;;;837055/005;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1595;V-Network;Rohde&Schwarz;ESH3-Z6;;;840522/010;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1596;Line Impedance Network (LISN);Chase;2050;;;1102;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1597;Koppelzange kapazitiv 100-1000pF;Schlöder;SFT-410;;;;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1598;LF Impedance -Analyzer;HP;4192A;;;2150J03325;W091;;;Messgerät;Messtechniklabor (W91);;;;;;;;;;;
1599;S/N Generator;Brüel & Kjaer;1049;;;1533421;W091;;;Messgerät;Messtechniklabor (W91);;;;;;;;;;;
1600;Digital Voltmeter;HP;3456A;;;2015A01810;W091;;;Messgerät;Messtechniklabor (W91);;;;;;;;;;;
1601;Synthesizer/Funktionsgenerator;HP;3325A;;;1748A073242;W091;;;Messgerät;Messtechniklabor (W91);;;;;;;;;;;
1602;Burst-Tester;Schlöder;SFT-400;;;704238;W109;;;EMV;E-Maschinenlabor (W109);;;;;;;;;;;
1603;Minirator;NTI;MR-PRO;400000119469;;G2P-ZFNWF-F2;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1329,1330.jpg;;;;;;;;;;
1604;Minilyzer;NTI;XL2;400000119469;;A2A-06649-E0;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1329,1330.jpg;;;;;;;;;;
1605;Strommesszange;Fluke;80I-110S;400000154395;;;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1606;Strommesszange;Fluke;80I-110S;400000154396;;;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1607;Strommesszange;Fluke;80I-110S;400000154397;;;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1608;Strommesszange;Fluke;80I-110S;400000154398;;;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1609;Positional Current Probe;Aim;I-prober 520;400000154394;;380447;W096;R5;F4;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
1610;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1611;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1612;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1613;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1614;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1615;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1616;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1617;CPLD-Board;Xilinx;Cool Runner II;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1610-ELA1617.jpg;;;;;;;;;;
1618;Lehrsystem mit Aktoren und Sensoren;Little Bits;1+2;;;;W92;K28;F1;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1619;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1321;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1620;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1621;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1622;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1321;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1623;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1321;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1624;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1625;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1626;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
1627;Raspberry Lernsystem;Raspberry Pi;KCE MC1 94V;;;1323;W92;K1;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1619-ELA1633.jpg;;;;;;;;;;
